代码,名称,PER,PBR,時価総額,営業利益率,ROA,ROE,セクター,業種,配当利回り,EPS,更新日
3107,"Daiwabo Holdings Co., Ltd.",8.881417,1.6669441,267002920960.0,2.991,6.4569995,21.067,Technology,Electronics & Computer Distribution,354.0,344.99,20260216
3109,Shikibo Ltd.,14.9261675,0.4013207,14244214784.0,1.812,0.903,4.22,Consumer Cyclical,Textile Manufacturing,438.99999999999994,75.17,20260216
3110,"Nitto Boseki Co., Ltd.",52.60217,4.5716643,753963368448.0,18.146999,5.0009999999999994,25.874000000000002,Consumer Cyclical,Textile Manufacturing,56.00000000000001,393.71,20260216
3111,"Omikenshi Co., Ltd.",,1.1298,1642678656.0,-1.2159999,0.47000000000000003,-34.333000000000006,Consumer Cyclical,Textile Manufacturing,,-74.63,20260216
3113,UNIVA Oak Holdings Limited,,3.98164,5805351936.0,-24.776,-8.939999,-51.857,Financial Services,Asset Management,,-11.08,20260216
3116,Toyota Boshoku Corporation,27.793648,1.1803489,573677043712.0,4.346,2.8010001,4.6609998,Consumer Cyclical,Auto Parts,266.0,115.53,20260216
3121,"MBK Co.,Ltd.",,1.5232394,7087627264.0,5.088,1.1199999999999999,-1.925,Financial Services,Asset Management,93.0,-2.91,20260216
3123,"Saibo Co., Ltd.",8.209407,0.4520949,8753449984.0,9.273000000000001,1.727,6.5280000000000005,Consumer Cyclical,Textile Manufacturing,238.0,82.71,20260216
3131,Shinden Hightex Corporation,10.569106,0.7489772,5513973248.0,2.6710000000000003,4.201,7.482999599999999,Technology,Electronics & Computer Distribution,447.0,276.75,20260216
3132,"Macnica Holdings, Inc.",22.590488,1.7717024,475870560256.0,3.4410000000000003,3.526,7.953,Technology,Electronics & Computer Distribution,265.0,117.97,20260216
3133,"kaihan co.,Ltd.",27.042253,30.666027,21855662080.0,-34.152,-12.925,-371.51902,Consumer Cyclical,Restaurants,,-81.71,20260216
3134,Hamee Corp.,8.417921,0.69300175,7696481280.0,8.9870006,7.000000000000001,8.503000400000001,Consumer Cyclical,Internet Retail,468.0,57.14,20260216
3135,"MarketEnterprise Co.,Ltd",12.488718,5.1185308,5924608512.0,-0.16500001,3.145,6.662,Consumer Cyclical,Internet Retail,,88.64,20260216
3137,"Fundely Co., Ltd.",36.666664,3.2328038,2927924992.0,18.572001,,,Communication Services,Publishing,,-1.32,20260216
3138,"Fujisan Magazine Service Co., Ltd.",53.698914,1.4217718,3427892224.0,6.589,1.757,3.832,Consumer Cyclical,Internet Retail,200.99999999999997,19.33,20260216
3139,"Lacto Japan Co., Ltd.",8.873259,1.1708299,37990170624.0,2.5009999,4.3319996,14.384,Consumer Defensive,Packaged Foods,352.0,429.38,20260216
3140,"BRUNO,Inc.",77.2218,2.7121952,14830264320.0,7.763000000000001,3.2489999999999997,8.687000000000001,Consumer Cyclical,"Furnishings, Fixtures & Appliances",39.0,13.39,20260216
3143,O'will Corporation,6.7937484,1.1461055,6783049728.0,3.5099998,4.5689996,18.195999,Consumer Defensive,Food Distribution,272.0,110.69,20260216
3148,"Create SD Holdings Co., Ltd.",12.978142,1.4542671,214802530304.0,4.634,6.1880004,11.6639994,Healthcare,Pharmaceutical Retailers,266.0,256.2,20260216
3150,"grems,Inc.",12.396169,3.1999214,58609795072.0,23.980999999999998,17.493,29.813000000000002,Utilities,Utilities - Regulated Electric,333.0,204.66,20260216
3151,"Vital KSK Holdings, Inc.",6.7661395,0.6043673,66470125568.0,0.8869999999999999,0.619,6.159,Healthcare,Medical Distribution,495.0,203.07,20260216
3153,"Yashima Denki Co., Ltd.",15.565867,2.2482338,73607405568.0,10.451,8.315,17.082000999999998,Industrials,Industrial Distribution,123.0,221.96,20260216
3154,"Medius Holdings Co., Ltd.",13.174911,0.89383835,18123366400.0,0.55299997,0.8640000999999999,6.736000000000001,Healthcare,Medical Instruments & Supplies,239.0,61.86,20260216
3156,Restar Corporation,18.352413,0.98262924,87446290432.0,2.8350001,2.642,6.731,Technology,Semiconductors,417.0,169.46,20260216
3157,GEOLIVE Group Corporation,8.66219,0.86765975,21062385664.0,1.2890000000000001,1.711,10.257,Basic Materials,Building Materials,330.0,183.21,20260216
3159,"Maruzen CHI Holdings Co.,Ltd.",8.051148,0.5847691,31465326592.0,3.3570003,2.696,8.027001,Consumer Cyclical,Specialty Retail,176.0,42.23,20260216
3160,"Oomitsu Co., Ltd.",72.79597,1.328009,8338567680.0,-0.43599996999999996,1.1360001,1.8290000000000002,Consumer Defensive,Food Distribution,261.0,7.94,20260216
3161,AZEARTH Corporation,27.2428,0.5680677,3779923456.0,1.395,1.1119999999999999,2.0750001,Consumer Cyclical,Textile Manufacturing,347.0,24.3,20260216
3166,"Ochi Holdings Co., Ltd.",18.25003,0.8155998,19636699136.0,1.0570001,1.228,5.0479997,Consumer Cyclical,Home Improvement Retail,355.0,82.63,20260216
3167,TOKAI Holdings Corporation,15.006889,1.5951045,155310604288.0,9.667,5.697,11.68,Industrials,Conglomerates,316.0,79.83,20260216
3168,MERF Inc.,,1.9486746,18618671104.0,3.486,1.9290000000000003,1.831,Basic Materials,Other Industrial Metals & Mining,197.0,-14.34,20260216
3169,"Misawa & Co., Ltd.",43.780403,1.9755162,4448722432.0,11.831000399999999,11.792,31.086999999999996,Consumer Cyclical,Department Stores,127.0,14.39,20260216
3172,"Tea Life Co., Ltd.",13.67745,0.77191365,4907827200.0,0.9599999499999999,3.2649999999999997,5.351999999999999,Consumer Cyclical,Internet Retail,260.0,84.08,20260216
3173,"Cominix Co.,Ltd.",,0.8115419,6551577600.0,2.8049999999999997,1.8870000000000002,2.2230001,Industrials,Tools & Accessories,436.00000000000006,-9.27,20260216
3174,"Happiness and D Co.,Ltd.",,11.401755,1583374976.0,-7.603,-3.839,-162.412,Consumer Cyclical,Specialty Retail,243.00000000000003,-317.57,20260216
3175,"AP Holdings Co.,Ltd.",31.25,11.706311,12757944320.0,7.8150004,5.86,118.17500000000001,Consumer Cyclical,Restaurants,,32.0,20260216
3176,"Sanyo Trading Co., Ltd.",11.627031,1.0114866,53385248768.0,5.582,4.851,10.125,Industrials,Industrial Distribution,321.0,159.37,20260216
3177,"Arigatou Services Company, Limited",8.024767,1.1095606,3637139968.0,6.783,8.334999999999999,16.316,Consumer Cyclical,Specialty Retail,342.0,490.98,20260216
3178,"Chimney Co., Ltd.",25.173344,3.9185472,25215825920.0,6.65,2.33,16.672,Consumer Cyclical,Restaurants,76.0,51.92,20260216
3179,"Syuppin Co., Ltd.",21.966707,2.78954,27173769216.0,6.288,8.161999999999999,17.553,Consumer Cyclical,Internet Retail,372.0,58.27,20260216
3180,BEAUTY GARAGE Inc.,19.21169,2.2718663,17977286656.0,3.193,5.921,12.78,Consumer Defensive,Household & Personal Products,112.99999999999999,74.59,20260216
3181,"Kaitori Okoku Co., Ltd.",10.60751,0.9977447,3250816768.0,5.007000000000001,4.735,9.928001,Consumer Cyclical,Specialty Retail,112.99999999999999,83.62,20260216
3182,Oisix ra daichi Inc.,22.9659,1.8495574,50293157888.0,4.322,3.2689999999999997,12.880999000000001,Consumer Cyclical,Internet Retail,111.00000000000001,63.05,20260216
3183,"WIN-Partners Co., Ltd.",18.479532,1.7127062,40654888960.0,3.3840000000000003,3.909,9.134,Healthcare,Medical Distribution,377.0,76.95,20260216
3184,"International Conglomerate of Distribution for Automobile Holdings Co., Ltd.",7.7042007,0.8189476,9312262144.0,5.6939997,5.94,12.208,Consumer Cyclical,Auto & Truck Dealerships,158.0,575.66,20260216
3185,"Dream Vision Co.,Ltd.",,26.33707,4187453440.0,-9.729999,-4.997,-97.900003,Consumer Cyclical,Internet Retail,,-15.58,20260216
3186,"NEXTAGE Co., Ltd.",21.79963,3.4824927,275537559552.0,3.7750001999999996,5.455,16.865,Consumer Cyclical,Auto & Truck Dealerships,129.0,161.7,20260216
3187,miratap inc.,51.11111,1.7212993,4996945920.0,-2.6700001,-1.9980000000000002,-13.805,Consumer Cyclical,Internet Retail,114.99999999999999,-24.54,20260216
3189,Anap Holdings Inc.,,0.8755848,10228415488.0,-111.48800000000001,,,Consumer Cyclical,Apparel Retail,,-153.94,20260216
3190,"HOTMAN Co.,Ltd.",13.711414,0.75242865,4042801408.0,-9.0299994,,,Consumer Cyclical,Textile Manufacturing,174.0,41.79,20260216
3191,"Joyful Honda Co.,Ltd.",13.599657,1.0607606,133988917248.0,7.576,,,Consumer Cyclical,Home Improvement Retail,381.0,163.46,20260216
3192,"Shirohato Co., Ltd.",3.7800686,0.7844525,1976820736.0,-3.168,-0.8869999999999999,20.577998,Consumer Cyclical,Internet Retail,,78.57,20260216
3193,"Eternal Hospitality Group Co.,Ltd.",23.121773,3.8670974,39794282496.0,-40.210998,-11.14,-39.456,Consumer Cyclical,Restaurants,133.0,149.21,20260216
3195,"Generation Pass Co.,Ltd.",27.90347,2.3887508,4505185280.0,0.19699998999999999,1.5709999999999997,8.8199995,Consumer Cyclical,Internet Retail,,19.89,20260216
3196,"HOTLAND HOLDINGS Co., Ltd.",70.215096,3.611435,40950079488.0,2.174,3.5999999999999996,4.5539998,Consumer Cyclical,Restaurants,66.0,27.43,20260216
3197,"Skylark Holdings Co., Ltd.",49.558483,4.4246984,829927587840.0,4.183,3.785,9.28,Consumer Cyclical,Restaurants,79.0,73.61,20260216
3198,"SFP Holdings Co., Ltd.",39.645893,5.925188,52083433472.0,2.2550002,8.704001,13.358,Consumer Cyclical,Restaurants,123.0,57.61,20260216
3199,"Watahan & Co.,Ltd.",14.731215,1.1499486,28849367040.0,3.873,2.463,8.031998999999999,Consumer Cyclical,Home Improvement Retail,200.99999999999997,101.01,20260216
3201,"The Japan Wool Textile Co., Ltd.",14.911153,1.003619,132130455552.0,13.303,4.046,7.126,Consumer Cyclical,Textile Manufacturing,325.0,132.25,20260216
3202,"Daitobo Co., Ltd.",82.608696,0.79860216,3980186112.0,9.36,0.8880001000000001,1.5890000000000002,Consumer Cyclical,Textile Manufacturing,229.0,1.61,20260216
3204,Toabo Corporation,5.6815653,0.3228101,4510860800.0,1.46200005,1.0299999,4.7659997,Industrials,Conglomerates,559.0,89.94,20260216
3205,Daidoh Limited,,4.06717,36022325248.0,2.8010001,0.048000002,-22.732,Consumer Cyclical,Apparel Manufacturing,758.0,-91.08,20260216
3221,"Yossix Holdings Co.,Ltd.",19.816402,2.8579063,36973555712.0,13.722999999999999,10.5459996,16.738,Consumer Cyclical,Restaurants,80.0,181.92,20260216
3222,United Super Markets Holdings Inc.,60.577526,0.95198447,188739354624.0,0.09000000400000001,1.193,0.9950000000000001,Consumer Cyclical,Department Stores,164.0,15.93,20260216
3223,"SLD Entertainment, Inc.",16.046253,2.8700948,1581024512.0,0.5349999999999999,7.303,25.028,Consumer Cyclical,Restaurants,,63.13,20260216
3224,"General Oyster, Inc.",,2.7109182,4305370112.0,4.176,-1.0919999999999999,-4.833,Consumer Cyclical,Restaurants,118.0,-13.71,20260216
3231,"Nomura Real Estate Holdings, Inc.",14.652608,1.2403187,929485750272.0,12.581999999999999,2.402,7.580000000000001,Real Estate,Real Estate Services,361.0,73.98,20260216
3232,"Mie Kotsu Group Holdings, Inc.",9.731827,0.8402125,58001244160.0,10.467,,,Industrials,Conglomerates,309.0,59.29,20260216
3236,"Properst Co., Ltd.",5.739204,15.721332,13502848000.0,14.152001,,,Real Estate,Real Estate - Diversified,155.0,71.09,20260216
3237,"Intrance Co.,Ltd.",,7.6327047,3068497408.0,-16.966998999999998,-24.687,-76.551,Real Estate,Real Estate Services,,-10.22,20260216
3238,"Central General Development Co., Ltd.",7.4184494,0.44895214,4066773504.0,-2.938,2.145,8.144,Real Estate,Real Estate Services,378.0,57.02,20260216
3241,"WILL,Co.,Ltd.",7.962046,1.2361308,6686226432.0,8.5389994,5.210999999999999,12.802,Real Estate,Real Estate Services,401.99999999999994,72.72,20260216
3242,"Urbanet Corporation Co.,Ltd.",4.925723,1.0631675,20970752000.0,14.609,6.558,22.992,Real Estate,Real Estate - Diversified,387.0,115.11,20260216
3245,"Dear Life Co.,Ltd.",9.01063,1.7462019,55478067200.0,-14.578,7.689,15.099000000000002,Real Estate,Real Estate Services,586.0,122.3,20260216
3246,"KOSE R.E. Co.,Ltd.",37.989777,0.6842051,6794841088.0,-11.2069994,0.674,2.251,Real Estate,Real Estate - Diversified,360.0,17.61,20260216
3248,"Early Age Co., Ltd.",9.994321,0.5921528,2799106560.0,16.183001,2.138,6.0300004,Real Estate,Real Estate - Diversified,409.99999999999994,88.05,20260216
3252,"JINUSHI Co.,Ltd.",9.167506,1.3570366,67735932928.0,13.100999999999999,4.109,15.406,Real Estate,Real Estate Services,378.0,357.24,20260216
3261,"GRANDES, Inc.",12.30329,0.7876467,2115619072.0,4.658,0.174,-0.11,Real Estate,Real Estate Services,289.0,41.94,20260216
3266,Fund Creation Group Company Limited,27.146172,1.3322251,4405409280.0,15.171999999999999,5.554,10.435,Financial Services,Asset Management,88.0,4.31,20260216
3267,"Phil Company, Inc.",10.964559,1.7487093,5847689216.0,12.629999999999999,4.2299999999999995,12.587000000000002,Industrials,Engineering & Construction,144.0,99.32,20260216
3271,The Global Ltd.,7.3163238,2.578681,26947239936.0,18.392,6.524000000000001,31.281,Real Estate,Real Estate - Diversified,343.0,130.12,20260216
3276,"Japan Property Management Center Co.,Ltd.",11.829556,2.44094,22554888192.0,3.1559999999999997,9.11,19.365999000000002,Real Estate,Real Estate Services,480.0,114.29,20260216
3277,"Sansei Landic Co.,Ltd",6.227727,0.85819584,11603895296.0,-11.09,3.8080000000000003,9.837,Real Estate,Real Estate Services,418.0,230.1,20260216
3280,"STrust Co.,Ltd.",3.0508928,0.6401616,6938814464.0,11.705,5.941,24.531999,Real Estate,Real Estate - Diversified,243.00000000000003,375.3,20260216
3284,"Hoosiers Holdings Co., Ltd.",10.445552,1.2232276,54849130496.0,1.916,2.131,7.1090005,Consumer Cyclical,Residential Construction,537.0,128.38,20260216
3286,TRUST Holdings Inc.,10.895243,3.2760658,3782722816.0,0.8750000000000001,1.7000000000000002,17.423001,Industrials,Specialty Business Services,185.0,90.59,20260216
3288,"Open House Group Co., Ltd.",12.832688,2.257347,1254801145856.0,12.215999499999999,6.896999500000001,19.297000999999998,Real Estate,Real Estate - Diversified,179.0,873.94,20260216
3289,Tokyu Fudosan Holdings Corporation,10.5238,1.2990428,1100840828928.0,10.628,3.0450001,11.3120005,Real Estate,Real Estate - Diversified,288.0,146.43,20260216
3291,"Iida Group Holdings Co., Ltd.",14.236798,0.7394729,735314771968.0,6.972,2.8450001,5.4390002,Consumer Cyclical,Residential Construction,339.0,186.91,20260216
3293,"AZUMA HOUSE Co., Ltd.",11.260286,0.36591664,6279129600.0,8.147000499999999,1.7229999999999999,2.9089997999999997,Real Estate,Real Estate - Development,448.00000000000006,69.27,20260216
3294,"e'grand Co.,Ltd",10.535528,1.1034274,13569948672.0,7.851,5.031,13.957,Real Estate,Real Estate Services,413.0,211.38,20260216
3297,"Toubujyuhan Co.,Ltd.",9.61851,0.757279,3369134080.0,8.055,4.993,8.089,Real Estate,Real Estate Services,323.0,129.23,20260216
3299,"MUGEN ESTATE Co.,Ltd.",8.84887,1.565453,55949459456.0,18.316999,7.112,19.621,Real Estate,Real Estate - Development,465.00000000000006,270.43,20260216
3300,"AMBITION DX HOLDINGS Co., Ltd.",8.414789,2.2613661,18324582400.0,6.845999999999999,5.8000002,26.504,Real Estate,Real Estate Services,448.00000000000006,305.89,20260216
3302,"Teikoku Sen-i Co., Ltd.",21.145407,1.0563622,76796067840.0,13.303,2.91,5.3870000000000005,Industrials,Farm & Heavy Construction Machinery,403.0,141.26,20260216
3306,"The Nihon Seima Co.,Ltd.",5.391705,1.2686273,3092912384.0,0.519,2.1860002,3.9510000000000005,Industrials,Conglomerates,56.99999999999999,130.2,20260216
3315,"Nippon Coke & Engineering Company, Limited",,0.9997796,36959989760.0,2.942,-1.3689999499999999,-32.123002,Basic Materials,Coking Coal,,-47.79,20260216
3317,"Flying Garden Co., Ltd.",11.884919,2.693231,4740023296.0,6.805999999999999,8.59,12.416001,Consumer Cyclical,Restaurants,196.0,137.99,20260216
3320,Cross Plus Inc.,7.478206,0.5404162,10584590336.0,4.358,2.637,8.7299995,Consumer Cyclical,Apparel Manufacturing,352.0,190.42,20260216
3321,"Mitachi Co., Ltd.",8.276435,1.0920252,18261938176.0,2.826,4.237,14.072999999999999,Technology,Electronic Components,316.0,276.81,20260216
3323,"Recomm Co., Ltd.",98.05826,1.5124968,8153866752.0,-2.3740001,1.469,3.916,Communication Services,Telecom Services,106.0,1.03,20260216
3326,"Runsystem Co.,Ltd.",69.06029,10.00321,3311069440.0,3.021,2.3529999,29.463,Consumer Cyclical,Leisure,,11.28,20260216
3329,"Towa Food Service Co., Ltd.",23.831932,2.3294375,17168290816.0,4.65,6.763,10.143,Consumer Cyclical,Restaurants,94.0,89.25,20260216
3333,"Asahi Co., Ltd.",11.565535,0.82698756,33802412032.0,2.987,4.719,6.747,Consumer Cyclical,Specialty Retail,384.0,112.23,20260216
3349,COSMOS Pharmaceutical Corporation,18.501575,2.1439111,576992903168.0,3.4520000000000004,4.947,12.171999999999999,Healthcare,Pharmaceutical Retailers,99.0,393.48,20260216
3350,Metaplanet Inc.,8.9486685,0.6979652,372364181504.0,47.792,0.69199996,6.796,Consumer Cyclical,Restaurants,,36.43,20260216
3352,"Buffalo Co.,Ltd.",10.000579,0.62950236,4047069184.0,7.234999999999999,4.079,7.074,Consumer Cyclical,Auto & Truck Dealerships,418.0,172.69,20260216
3353,"Medical Ikkou Group Co.,Ltd.",10.847072,0.79933107,11843689472.0,3.474,2.937,7.3060006,Industrials,Conglomerates,380.0,289.94,20260216
3355,Kuriyama Holdings Corporation,8.032226,0.6672304,32715208704.0,1.8689999999999998,3.1940000000000004,8.3579995,Industrials,Industrial Distribution,366.0,207.29,20260216
3358,"Trailhead Global Holdings,Inc.",404.1667,1.7226377,3352891904.0,-0.8160000000000001,-3.366,-6.098,Consumer Cyclical,Restaurants,,0.24,20260216
3359,"cotta CO.,LTD",13.317132,1.2729946,5753807872.0,7.857,5.037,10.849,Consumer Cyclical,Packaging & Containers,202.0,41.15,20260216
3360,"Ship Healthcare Holdings, Inc.",17.07837,1.6929255,250659586048.0,3.2509997,4.1690003,9.2180006,Healthcare,Medical Instruments & Supplies,219.0,159.5,20260216
3361,"Toell Co.,Ltd.",12.179756,0.7918651,16289815552.0,4.3759998,4.107,6.773999999999999,Utilities,Utilities - Regulated Gas,265.0,71.43,20260216
3370,"FUJITA CORPORATION Co.,Ltd.",16.41844,6.969847,1589118336.0,0.804,2.693,51.053000000000004,Consumer Cyclical,Restaurants,62.0,28.2,20260216
3371,Softcreate Holdings Corp.,13.723455,2.0761108,49522606080.0,21.102999999999998,10.658,17.249,Technology,Information Technology Services,314.0,144.57,20260216
3372,"KANMONKAI Co., Ltd.",9.527789,2.470982,3123315712.0,13.340001,2.795,23.929001,Consumer Cyclical,Restaurants,,23.93,20260216
3374,Naigai Tec Corporation,7.8044004,0.70530283,8638196736.0,3.821,3.3390000000000004,8.274999,Industrials,Electrical Equipment & Parts,401.0,316.36,20260216
3375,Zoa Corporation,7.615376,0.79650575,2510573824.0,6.485,6.847,12.933,Technology,Electronics & Computer Distribution,392.0,261.97,20260216
3377,BIKE O & COMPANY Ltd.,10.709469,0.8075967,5649628160.0,0.61000003,2.8729999999999998,4.842,Consumer Cyclical,Auto & Truck Dealerships,278.0,37.07,20260216
3382,"Seven & i Holdings Co., Ltd.",24.355711,1.5612477,5358547369984.0,5.6209996,2.7190002,8.5839994,Consumer Defensive,Grocery Stores,211.0,94.29,20260216
3386,"Cosmo Bio Company,Limited",29.161089,0.7912068,7417418240.0,2.326,1.7579999999999998,3.424,Healthcare,Diagnostics & Research,371.0,44.82,20260216
3387,create restaurants holdings inc.,57.807808,7.476382,324174446592.0,4.1300002000000005,3.6020000000000003,12.672,Consumer Cyclical,Restaurants,57.99999999999999,13.32,20260216
3388,"Meiji Electric Industries Co.,Ltd.",10.147246,0.87643534,31550068736.0,3.1689998,4.7480002,8.5489996,Technology,Scientific & Technical Instruments,360.0,243.81,20260216
3391,Tsuruha Holdings Inc.,40.34683,2.208665,1230936866816.0,4.4099998000000005,,5.6129999999999995,Healthcare,Pharmaceutical Retailers,182.0,67.18,20260216
3392,"Delica Foods Holdings Co., Ltd.",9.964133,1.4394662,14440624128.0,2.999,5.0100001999999995,16.504999,Consumer Defensive,Packaged Foods,250.0,89.22,20260216
3393,"Startia Holdings,Inc.",14.703229,3.6047175,27424960512.0,12.224,14.448,28.560000000000002,Technology,Information Technology Services,942.0,199.48,20260216
3395,"Saint Marc Holdings Co., Ltd.",33.851276,2.1374857,65357766656.0,6.519,4.605,8.221,Consumer Cyclical,Restaurants,169.0,90.1,20260216
3396,Felissimo Corporation,16.443016,0.31797257,6196649984.0,-0.06899999600000001,0.902,3.0220000000000002,Consumer Cyclical,Internet Retail,231.0,52.91,20260216
3397,TORIDOLL Holdings Corporation,80.087654,3.7756865,369267015680.0,5.752,3.9690003000000003,4.947,Consumer Cyclical,Restaurants,26.0,52.48,20260216
3399,Maruchiyo Yamaokaya Corporation,24.680794,48.989513,73873858560.0,5.277,3.3239998,7.913,Consumer Cyclical,Restaurants,56.99999999999999,151.94,20260216
3401,Teijin Limited,4.6587653,0.8345594,323017048064.0,4.1770000000000005,3.5749999999999997,-18.936001,Industrials,Conglomerates,297.0,-396.55,20260216
3402,"Toray Industries, Inc.",31.828825,1.0306239,1803914575872.0,0.984,1.924,2.648,Consumer Cyclical,Textile Manufacturing,162.0,38.44,20260216
3405,"Kuraray Co., Ltd.",73.99662,0.72394246,537779142656.0,5.825,,,Basic Materials,Chemicals,308.0,23.67,20260216
3407,Asahi Kasei Corporation,16.647316,1.1641779,2336902610944.0,8.5810006,,,Industrials,Conglomerates,229.99999999999997,103.35,20260216
3409,"Kitabo Co.,Ltd",,2.6357076,3604011008.0,-6.2829999999999995,-2.1359999000000003,-6.816,Consumer Cyclical,Textile Manufacturing,,-1.94,20260216
3415,"TOKYO BASE Co.,Ltd.",17.371937,3.006893,16949192704.0,4.621,8.590999,20.857,Consumer Cyclical,Apparel Retail,154.0,22.45,20260216
3416,PIXTA Inc.,4.7967916,1.3125894,1555417728.0,6.64,3.7639998,7.871,Consumer Cyclical,Internet Retail,488.0,187.0,20260216
3417,"Ohki Healthcare Holdings Co.,Ltd.",6.5086474,0.554684,18429499392.0,0.22499999999999998,1.013,7.596,Healthcare,Pharmaceutical Retailers,211.0,207.57,20260216
3418,"Balnibarbi Co.,Ltd.",26.460648,1.9722092,11831292928.0,4.119,3.243,7.869,Consumer Cyclical,Restaurants,69.0,41.42,20260216
3420,KFC Ltd,10.537748,0.5457989,11782620160.0,5.585,2.562,4.367999999999999,Industrials,Conglomerates,374.0,151.93,20260216
3421,"Inaba Seisakusho Co., Ltd.",17.130354,0.59301245,26105595904.0,3.444,1.997,3.7130002,Consumer Cyclical,"Furnishings, Fixtures & Appliances",263.0,95.97,20260216
3422,"J-MAX Co.,Ltd.",2.4815865,0.28650054,5028200960.0,2.807,1.8900000000000001,-7.713,Consumer Cyclical,Auto Parts,91.0,-137.45,20260216
3423,SE Corporation,28.842314,0.8004165,8730132480.0,3.3069998000000003,1.038,1.9869999999999999,Industrials,Engineering & Construction,451.0,10.02,20260216
3426,"Atom Livin Tech Co., Ltd.",13.502755,0.49806085,5278448640.0,6.6290000000000004,2.481,3.618,Industrials,Building Products & Equipment,238.0,97.98,20260216
3431,"Miyaji Engineering Group,Inc.",11.212704,1.1918364,49431400448.0,4.282,4.1209999999999996,8.392999,Industrials,Engineering & Construction,501.99999999999994,166.24,20260216
3433,"TOCALO Co.,Ltd.",18.931877,2.7017395,169069510656.0,21.027,10.059,14.538,Industrials,Specialty Business Services,248.0,150.17,20260216
3434,ALPHA Corporation,,0.33573556,12263932928.0,1.76,0.6910000000000001,1.135,Consumer Cyclical,Auto Parts,391.0,-19.58,20260216
3435,"Sanko Techno Co., Ltd.",10.603141,0.5965237,11325599744.0,7.337000000000001,3.2620000000000005,5.2789997,Industrials,Metal Fabrication,300.0,134.96,20260216
3436,Sumco Corporation,30.550478,0.90938497,525967458304.0,-6.412,-0.17700000000000002,-1.543,Technology,Semiconductor Equipment & Materials,131.0,-33.57,20260216
3437,"Tokuden Co., Ltd.",12.139009,0.6590416,5133927424.0,5.017,2.7439999999999998,5.152,Industrials,Specialty Industrial Machinery,307.0,267.32,20260216
3439,Mitsuchi Corporation,,0.30486396,3044476672.0,0.681,0.06999999999999999,0.25,Consumer Cyclical,Auto Parts,309.0,-23.46,20260216
3440,"NISSO GROUP Co.,Ltd.",7.054264,0.51261646,6427184640.0,5.33,3.1199999999999997,6.638,Industrials,Conglomerates,420.0,141.9,20260216
3441,"SANNO Co., Ltd.",7.160651,0.7507909,5368074240.0,14.578,4.697,12.738,Industrials,Metal Fabrication,206.0,172.61,20260216
3443,"Kawada Technologies, Inc.",9.911212,0.98968947,92083306496.0,4.135000300000001,2.2179998,7.871,Industrials,Engineering & Construction,258.0,532.73,20260216
3444,"Kikuchi Seisakusho Co., Ltd.",20.145687,2.04638,10690283520.0,0.396,-2.131,9.417,Industrials,Specialty Industrial Machinery,122.0,43.93,20260216
3445,"RS Technologies Co., Ltd.",10.074112,1.1813742,94605795328.0,17.754998999999998,4.6090003,8.681,Technology,Semiconductors,101.0,354.87,20260216
3446,JTEC Corporation,200.58882,5.203229,12038404096.0,2.407,-5.644,-7.126,Healthcare,Medical Instruments & Supplies,,10.19,20260216
3447,"Shinwa Co., Ltd.",10.646466,0.8250911,13912249344.0,17.853001,5.3540003,10.923000400000001,Industrials,Metal Fabrication,345.0,96.37,20260216
3448,"SUGA STEEL Co.,LTD.",333.33334,2.4193542,4196849920.0,,,,,,,,20260216
3449,Technoflex Corporation,20.865463,1.641346,42159722496.0,14.264,6.543,12.735,Industrials,Metal Fabrication,286.0,110.23,20260216
3450,"Sato Sangyo Co., Ltd.",1.8326043,0.7380032,436160000.0,,,,,,,,20260216
3452,B-Lot Company Limited,6.7354293,1.510379,30231465984.0,9.9,5.984,23.423,Real Estate,Real Estate Services,922.0000000000001,241.41,20260216
3454,"First Brothers Co.,Ltd.",11.73587,0.654986,17123657728.0,32.823002,3.698,6.848,Financial Services,Asset Management,307.0,104.04,20260216
3457,"&Do Holdings Co.,Ltd.",9.014179,1.2092131,21314508800.0,1.319,1.2259999000000001,7.298,Real Estate,Real Estate Services,425.0,118.48,20260216
3461,"Palma Co., Ltd.",30.420355,1.6753072,3720827648.0,4.6269998,4.445,10.629,Industrials,Specialty Business Services,242.0,18.08,20260216
3465,"Ki-Star Real Estate Co.,Ltd",10.36888,1.7547827,119973699584.0,8.04,4.961,21.401999999999997,Real Estate,Real Estate Services,347.0,745.5,20260216
3467,Agratio urban design Inc.,8.51987,2.0075338,15592518656.0,6.361,5.173,24.962,Real Estate,Real Estate Services,367.0,318.08,20260216
3469,"Dualtap Co., Ltd.",29.919304,1.602287,4218679040.0,3.7199999999999998,1.967,3.3390000000000004,Real Estate,Real Estate - Diversified,262.0,32.22,20260216
3474,"G-Factory Co.,Ltd.",18.044163,3.194335,3736017920.0,1.17,-1.0650001,-19.621,Real Estate,Real Estate Services,,-90.51,20260216
3475,"Good Com Asset Co., Ltd.",26.258451,2.8211706,40059858944.0,6.026,4.2779997,10.674,Real Estate,Real Estate - Diversified,331.0,53.24,20260216
3477,"FORLIFE Co., Ltd.",8.708134,0.8760952,3639297536.0,6.322,5.353,12.2320004,Consumer Cyclical,Residential Construction,304.0,104.5,20260216
3479,TKP Corporation,32.11876,2.217355,90440327168.0,10.684000000000001,3.7760000000000002,7.858,Real Estate,Real Estate Services,,74.1,20260216
